259-GSA+,K2001,1.50,2.38,0.88,2.52,1.45,1.09,16.58,5.58,4.10,20.20,0.42,0.30,1.23,1.27,0.61,0.43,0.89,0.22,3.66,1.31,0.68,43.63,40.84,26.97,75.25
259-GSA+,M2021,5.41,7.23,3.23,1.63,1.23,0.77,11.96,3.04,2.25,20.20,0.42,0.30,2.74,2.78,1.37,0.97,1.95,0.48,5.57,2.80,1.40,42.91,54.07,31.12,98.59
259-GSA+,M^-1,4.61,6.41,2.81,1.74,1.28,0.83,12.35,3.50,2.41,20.19,0.42,0.30,2.47,2.62,1.26,0.88,1.80,0.43,5.13,2.63,1.30,42.31,52.75,30.93,96.37
259-GSA-,K2001,1.05,1.73,0.58,2.37,1.40,1.04,18.05,5.38,4.89,20.43,0.61,0.37,1.14,1.20,0.55,0.40,0.83,0.21,4.00,1.23,0.63,45.01,40.49,26.84,66.45
259-GSA-,M2021,4.26,6.37,2.58,1.57,1.20,0.75,12.23,3.50,2.45,20.43,0.61,0.37,2.61,2.61,1.28,0.92,1.85,0.47,6.06,2.63,1.31,45.15,53.93,31.28,97.76
259-GSA-,M^-1,3.52,5.54,2.26,1.69,1.27,0.82,12.76,4.44,2.70,20.43,0.61,0.37,2.33,2.45,1.21,0.82,1.69,0.39,5.60,2.47,1.25,44.87,53.48,31.72,93.48
331-G+,K2001,2.894.63,1.52,6.49,1.19,1.31,18.29,2.62,1.11,25.00,0.00,0.00,1.05,0.40,0.33,0.37,0.51,0.26,0.92,1.03,1.00,28.44,36.88,36.62,96.93
331-G+,M2021,14.0145.92,9.45,7.36,1.18,1.13,17.43,0.18,0.50,25.00,0.00,0.00,1.47,0.54,0.42,0.52,0.71,0.37,1.80,1.09,1.04,62.65,48.20,45.80,99.96
331-G+,M^-1,10.8420.33,7.33,7.18,1.08,1.14,17.45,0.47,0.53,25.00,0.00,0.00,1.41,0.57,0.40,0.50,0.70,0.36,1.60,1.11,1.03,54.38,45.86,43.70,99.85
331-G-,K2001,3.195.29,1.73,6.62,1.16,1.27,18.09,2.63,0.93,25.00,0.00,0.00,1.06,0.42,0.34,0.38,0.53,0.26,0.98,1.04,1.01,30.65,37.92,37.46,97.38
331-G-,M2021,14.7238.14,9.71,7.45,1.17,1.16,17.43,0.18,0.50,25.00,0.00,0.00,1.46,0.55,0.42,0.52,0.71,0.37,1.83,1.10,1.04,64.75,49.00,46.73,99.97
331-G-,M^-1,11.9133.38,7.93,7.36,1.17,1.18,17.45,0.28,0.50,25.00,0.00,0.00,1.43,0.54,0.41,0.51,0.70,0.36,1.78,1.09,1.03,62.04,47.97,45.96,99.89
